ym,month,region,group_facilities,gr03,gr35,pre,oos,spec,emer,gma,family_facilities,family_spaces,total_spaces,total_facilities
202212,DEC 2022,1 - Interior,444,1943,5206,2755,5867,0,0,1025,246,1812,18608,690
202212,DEC 2022,2 - Coast Fraser,2236,12195,26542,10551,23626,0,0,1521,963,7031,81466,3199
202212,DEC 2022,3 - Vancouver Island,541,2313,7327,2921,8809,0,0,786,342,2488,24644,883
202212,DEC 2022,4 - North,157,349,1184,958,1900,0,0,430,159,1143,5964,316
202301,JAN 2023,1 - Interior,440,1899,5108,2755,5898,0,0,1009,250,1843,18512,690
202301,JAN 2023,2 - Coast Fraser,2225,12149,26282,10447,23693,0,0,1529,969,7077,81177,3194
202301,JAN 2023,3 - Vancouver Island,539,2253,7092,2865,8584,0,0,762,346,2516,24072,885
202301,JAN 2023,4 - North,158,333,1168,968,1924,0,0,430,160,1151,5974,318
202302,FEB 2023,1 - Interior,440,1843,5070,2760,5935,0,0,1009,252,1857,18474,692
202302,FEB 2023,2 - Coast Fraser,2233,12210,26361,10298,23676,0,0,1545,971,7093,81183,3204
202302,FEB 2023,3 - Vancouver Island,538,2257,7131,2825,8615,0,0,762,346,2516,24106,884
202302,FEB 2023,4 - North,160,329,1160,986,1951,0,0,430,161,1158,6014,321
202303,MAR 2023,1 - Interior,438,1827,5076,2793,5928,0,0,1014,250,1843,18481,688
202303,MAR 2023,2 - Coast Fraser,2234,12218,26570,10094,23722,0,0,1553,970,7088,81245,3204
202303,MAR 2023,3 - Vancouver Island,537,2261,7116,2809,8659,0,0,778,347,2524,24147,884
202303,MAR 2023,4 - North,161,341,1180,996,1963,0,0,422,161,1158,6060,322
202304,APR 2023,1 - Interior,440,1825,5279,2793,5869,0,0,1006,241,1778,18550,681
202304,APR 2023,2 - Coast Fraser,2200,12190,26644,9887,23403,0,0,1524,959,7013,80661,3159
202304,APR 2023,3 - Vancouver Island,534,2283,7244,2632,8644,0,0,762,327,2381,23946,861
202304,APR 2023,4 - North,153,325,1165,986,1869,0,0,366,158,1137,5848,311
202305,MAY 2023,1 - Interior,442,1869,5384,2783,5881,0,0,990,242,1784,18691,684
202305,MAY 2023,2 - Coast Fraser,2215,12313,26894,9864,23489,0,0,1508,961,7028,81096,3176
202305,MAY 2023,3 - Vancouver Island,532,2273,7238,2585,8667,0,0,762,327,2383,23908,859
202305,MAY 2023,4 - North,153,317,1182,986,1847,0,0,382,159,1143,5857,312
202306,JUN 2023,1 - Interior,445,1927,5472,2803,5905,0,0,998,247,1821,18926,692
202306,JUN 2023,2 - Coast Fraser,2218,12368,26993,9826,23571,0,0,1516,971,7106,81380,3189
202306,JUN 2023,3 - Vancouver Island,538,2325,7356,2595,8608,0,0,778,327,2383,24045,865
202306,JUN 2023,4 - North,154,317,1182,986,1871,0,0,382,159,1143,5881,313
202307,JUL 2023,1 - Interior,442,1855,5323,2759,5863,0,0,1003,249,1836,18639,691
202307,JUL 2023,2 - Coast Fraser,2219,12474,27245,9669,23585,0,0,1516,975,7139,81628,3194
202307,JUL 2023,3 - Vancouver Island,530,2325,7307,2523,8584,0,0,778,323,2353,23870,853
202307,JUL 2023,4 - North,155,329,1175,1016,1913,0,0,398,159,1145,5976,314
